text,label
"the most opaque , self indulgent and just plain goofy an excuse for a movie as you can imagine",negative
"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs",negative
"when twentysomething hotsies make movies about their lives , hard driving narcissism is a given , but what a world we 'd live in if argento 's hollywood counterparts had this much imagination and nerve",positive
"visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction",positive
downright transparent is the script 's endless assault of embarrassingly ham fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' pg 13 rating,negative
"vividly conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists a captivating drama that will speak to the nonconformist in us all",positive
never comes together as a coherent whole,negative
"an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty",positive
"like the rugrats movies , the wild thornberrys movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome",positive
"even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy",positive
"In the end of 2006 , the number of outlets will rise to 60-70 .",positive
adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book,positive
"even with all its botches , enigma offers all the pleasure of a handsome and well made entertainment",positive
lrb macdowell rrb ventures beyond her abilities several times here and reveals how bad an actress she is,negative
"the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities",positive
high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience,positive
"it 's still a comic book , but maguire makes it a comic book with soul",positive
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative
we do get the distinct impression that this franchise is drawing to a close,negative
the best thing i can say about this film is that i ca n't wait to see what the director does next,positive
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive
i liked this film a lot,positive
what 's missing is what we call the ` wow ' factor,negative
if you open yourself up to mr reggio 's theory of this imagery as the movie 's set it can impart an almost visceral sense of dislocation and change,positive
"it is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",negative
"the film boasts dry humor and jarring shocks , plus moments of breathtaking mystery",positive
one of the funnier movies in town,positive
